,X,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,ArtistFamiliarity,Hotness,end_of_fade_in,key,Loudness,mode,mode_confidence,rank,hit
1000,1000,0.045,95.458,4,0.752,one more time,1997,0.681033819,0.410581436,0.188,9,-9.747,1,0.401,90,0
1001,1001,0.644,126.115,4,0.676,i believe,1995,0.784950333,0.542169276,0.595,9,-10.923,1,0.55,27,1
1002,1002,0,81.615,5,0.947,dangerous,2008,0.640184979,0.476169321,0.386,5,-6.961,0,0.202,29,1
1003,1003,0.28,127.086,4,0.966,pink cadillac,1988,0.390937095,0.240308559,0,4,-6.383,1,0.389,75,0
1004,1004,0.524,92.833,5,0.625,crazy,2006,0.417398005,0.306600227,0.227,1,-12.652,1,0.307,7,1
1006,1006,0.885,190.065,4,0.963,money,1973,0.500236478,0.315167634,0,5,-7.388,0,0.703,92,0
1007,1007,0.852,127.183,7,1,fire,1979,0.417218442,0,0.266,1,-13.662,1,0.595,15,1
1009,1009,0,132.438,4,0.678,when will i be loved,1975,0.506184064,0.375573024,2.49,1,-13.595,0,0.277,47,1
1010,1010,0.438,114.633,3,0.822,bad time,1975,0.375434663,0.264771361,0.331,11,-5.562,0,0.443,61,0
1011,1011,0.559,100.182,4,0.88,piece of my heart,1991,0.82960374,0.559925869,0,7,-11.286,1,0.561,84,0
1012,1012,0.612,98.754,4,0.856,living for the city,1974,0.823568205,0.600265108,0,11,-9.773,1,0.667,45,1
1013,1013,0.462,135.075,4,0.895,oh girl,1990,0.538712195,0.425948047,0.189,9,-8.22,1,0.435,84,0
1014,1014,0.598,91.833,4,0.684,why,2004,0.611709847,0.383944878,0.194,9,-11.381,0,0.55,62,0
1016,1016,0,125.859,4,0.663,do it again,1973,0.506976844,0.414196481,0.084,5,-11.591,0,0.184,73,0
1017,1017,0.214,100.214,4,0.63,obsession,1985,0.538401963,0.379278435,4.748,7,-8.118,1,0.553,56,0
1018,1018,0.096,161.676,3,0.98,make it happen,1992,0.584635192,0.371178848,0.082,2,-5.59,1,0.442,42,1
1019,1019,0.393,139.895,4,0.794,automatic,1984,0.49903942,0.393412543,0,1,-6.585,1,0.355,48,1
1020,1020,0.395,146.014,4,0.705,all the right moves,2010,0.744409739,0.795440768,0.212,7,-4.504,1,0.646,54,0
1021,1021,0.513,151.143,4,0.517,desire,1988,0.436107031,0.442307143,0.461,5,-5.728,0,0.508,56,0
1022,1022,0.436,142.994,4,0.764,sad eyes,1979,0.630811176,0.423025289,0.194,9,-4.594,1,0.285,10,1
1023,1023,0.996,130.808,4,0.711,bad boy,1986,0.74400081,0.40612495,0,11,-9.314,0,0.77,79,0
1024,1024,0.079,126.939,4,1,bust a move,1989,0.446827921,0.274420078,0.328,6,-11.788,0,0.46,42,1
1025,1025,0.007,144.641,4,0.504,all cried out,1998,0.63550706,0.512269718,4.499,5,-13.453,0,0.273,84,0
1026,1026,0.719,123.049,4,0.988,get up,2006,0.661766091,0.257381628,0.183,2,-10.178,1,0.704,80,0
1027,1027,0.683,126.327,4,0.092,the winner takes it all,1981,0.231335367,0,0.403,6,-9.969,1,0.7,23,1
1028,1028,1,140.187,1,0.158,dreams,1994,0.830759466,0.577364124,4.807,4,-5.111,1,0.763,75,0
1029,1029,0.504,150.986,4,0.051,superstar,2008,0.510952441,0.382805954,0,11,-5.724,0,0.534,63,0
1031,1031,0.137,145.331,1,0,you,2007,0.589331255,0.373810441,0.148,7,-5.941,0,0.235,40,1
1032,1032,0,125.009,4,1,pump it,2006,0.460607612,0.267911487,0,10,-6.552,0,0.075,89,0
1033,1033,0.575,109.289,3,1,breakout,1987,0.609681245,0.380463669,0,9,-12.842,1,0.491,66,0
1034,1034,0.344,119.957,4,1,use me,1972,0.648692286,0.393369406,7.268,8,-5.017,0,0.452,78,0
1035,1035,0.582,154.074,1,0,one on one,1983,0.672729302,0.47541346,0.064,9,-9.738,0,0.446,39,1
1036,1036,0.646,126.019,4,0.463,dance to the music,1968,0.811698706,0.570355262,0,7,-5.199,1,0.422,20,1
1037,1037,0.285,116.473,4,0.569,heartbreaker,1999,0.474979929,0.365238667,0,7,-4.445,0,0.372,35,1
1038,1038,0.714,115.72,4,0.716,layla,1972,0.509730501,0.408942505,0.253,1,-11.071,1,0.896,60,0
1039,1039,0.615,102.939,4,0.676,say you will,1988,0.543447635,0.437190502,0.061,10,-10.926,0,0.585,73,0
1041,1041,0.018,144.834,4,0,escape,2002,0.852136187,0.726174387,0.183,11,-13.402,1,0.087,57,0
1042,1042,0.451,132.964,4,0,promises,1979,0.830759466,0.577364124,5.312,4,-3.868,0,0.441,82,0
1044,1044,0.733,157.959,4,0.822,today was a fairytale,2010,0.88974922,0.922412443,0,7,-3.881,1,0.674,84,0
1045,1045,0.896,161.014,1,0,realize,2008,0.578043899,0.336433057,0,1,-8.65,0,0.72,67,0
1046,1046,0.006,202.897,4,0.241,passion,1991,0.751881524,0.440145262,0,9,-5.097,1,0.117,40,1
1047,1047,0.749,109.448,1,0.701,baby,2010,0.742710657,0.57576366,0.078,4,-16.046,1,0.731,44,1
1048,1048,0.619,134.88,4,0,outta control,2005,0.49903942,0.393412543,0,1,-6.617,1,0.658,78,0
1049,1049,0.057,116.42,4,0.455,love,2006,0.533744841,0.415762047,0.194,9,-10.637,1,0.386,93,0
1050,1050,0.241,97.814,4,0.309,all night long,1999,0.489108108,0.305222209,2.409,7,-13.491,1,0.43,74,0
1051,1051,0.462,124.328,4,0.059,just like me,1966,0.689208048,0.490206522,0,10,-13.654,1,0.571,67,0
1052,1052,0.944,110.77,4,1,put a little love in your heart,1969,0.666522677,0.414079473,0,9,-10.309,1,0.842,46,1
1053,1053,0.674,118.458,4,1,you needed me,1978,0.636109171,0.371573624,0.427,5,-7.622,1,0.742,63,0
1056,1056,0.328,124.979,4,0.674,alright,1993,0.733831789,0.56437326,0,10,-6.052,1,0.394,85,0
1057,1057,0.878,95.456,4,0.719,forever,2010,0.462003406,0.392620853,0.387,0,-10.768,1,0.594,71,0
1058,1058,0.651,98.899,4,0.646,the look of love,1968,0.423746734,0.307250431,5.056,11,-10.723,0,0.625,36,1
1059,1059,0.268,100.864,4,0.713,freedom,1985,0.485130484,0.362606604,0,9,-9.706,1,0.382,76,0
1060,1060,0.015,128.999,4,0.714,something,1969,0.64473715,0.429050068,0.114,2,-14.231,1,0.57,83,0
1061,1061,0.361,96.305,5,1,time,1996,0.596469719,0,0.264,11,-6.539,0,0.369,50,0
1062,1062,1,152.261,4,0,bad boy,1986,0.495617017,0.225233268,2.188,5,-5.713,1,0.782,79,0
1065,1065,0.675,181.756,1,0,break up,2009,0.582804694,0.448669074,0.27,0,-15.382,1,0.514,65,0
1066,1066,0.05,42.998,4,0,misty,1975,0.511886713,0.358038919,0.456,8,-18.982,0,0.294,92,0
1067,1067,0.686,139.987,4,0.212,piece of my heart,1991,0.598985507,0.40411691,0.107,9,-5.42,1,0.624,84,0
1068,1068,0.833,95.323,4,0.722,new york groove,1979,0.626567713,0.443847739,0.624,4,-5.961,1,0.64,60,0
1069,1069,0.618,142.015,4,0.44,joy to the world,1971,0.674023156,0.441537878,0.444,4,-8.67,1,0.646,1,1
1070,1070,0.621,176.023,4,0.348,revolution,1968,0.50039931,0.433243834,2.194,10,-6.622,1,0.442,78,0
1071,1071,0.617,128.002,4,0,everlasting love,1967,0.417810076,0.348924794,2.339,10,-6.337,0,0.5,90,0
1072,1072,0.063,140.024,4,0.559,again,2001,0.551226851,0.452923142,0,11,-4.773,0,0.433,9,1
1073,1073,0.307,139.698,4,0.519,because of you,2007,0.870239753,0.644977456,0.171,5,-7.68,0,0.398,57,0
1075,1075,0.143,109.654,4,0.383,everytime,2004,0.947327507,0.60725728,0.287,10,-12.406,1,0.57,83,0
1077,1077,0.009,117.015,4,1,then the morning comes,2000,0.591474317,0.241085586,0.119,7,-8.246,0,0.2,48,1
1079,1079,0.46,88.512,4,0.253,amazing grace,1971,0.52107976,0.344177272,0.322,4,-15.689,0,0.51,80,0
1080,1080,0.164,151.609,4,0.57,wind of change,1991,0.810379579,0.549535452,0.264,0,-7.729,1,0.379,39,1
1081,1081,0.56,139.124,4,1,heaven must have sent you,1979,0.517404021,0.401923683,0.165,9,-4.734,0,0.524,43,1
1082,1082,0.31,92.009,4,0.429,into the night,2008,0.65553846,0.452171824,0.131,4,-5.467,0,0.337,98,0
1083,1083,0.639,92.5,4,0.469,falling,1978,0.7012623,0.462553571,0.275,0,-15.424,1,0.632,79,0
1084,1084,0.227,131.762,3,1,tell me,1996,0.39950124,0.343666494,0,6,-7.099,0,0.372,58,0
1085,1085,0.74,99.337,4,1,crazy in love,2003,0.889461001,0.619431422,0.125,7,-6.47,1,0.434,4,1
1086,1086,0.023,165.158,4,0.749,why me,1973,0.511492204,0.399899133,0,2,-6.413,0,0.189,6,1
1087,1087,0.074,103.438,4,0.916,giving you the benefit,1990,0.527477079,0.351309095,0.363,7,-8.682,0,0.107,65,0
1088,1088,0.943,122.773,4,0.466,time after time,1998,0.618269306,0.399828215,0.154,7,-7.546,1,0.638,64,0
1089,1089,0.934,113.933,1,0,motorcycle mama,1972,0.399198113,0.248677553,0,4,-18.692,1,0.724,89,0
1090,1090,0.435,88.067,5,0.862,breathe,2000,0.760270106,0.496071347,3.349,2,-9.663,1,0.394,1,1
1091,1091,0.397,168.301,4,0.261,return to innocence,1994,0.555294751,0.375546542,0,3,-4.917,0,0.408,33,1
1092,1092,0.502,142.432,3,0.93,the warrior,1984,0.693258488,0.484124713,3.013,9,-7.854,0,0.554,46,1
1093,1093,0.13,116.948,4,0.028,word up,1986,0.492440728,0.338946969,0.096,5,-12.81,0,0.314,68,0
1095,1095,0.086,132.93,4,0,say you love me,1976,0.562112051,0.372158066,3.756,9,-7.117,1,0.117,53,0
1096,1096,0.803,150.679,4,0.663,hold me now,1984,0.520966599,0.384285806,0.344,5,-9.284,1,0.668,23,1
1097,1097,0.699,120.979,4,0.855,move ya body,2004,0.544958266,0.36469304,0.107,11,-10.609,0,0.462,22,1
1098,1098,0.438,101.986,4,0.76,i want you to want me,1979,0.54759313,0.396412628,0.566,9,-10.304,1,0.403,34,1
1099,1099,0.065,97.981,4,0.747,i want you back,1998,0.652215037,0.661674151,0.63,1,-5.619,1,0.405,37,1
1101,1101,0,116.854,3,1,breathe,2000,0.843526543,0.750311503,0.16,11,-5.796,0,0.254,1,1
1102,1102,0.522,132.906,4,0.937,atlantis,1969,0.668900284,0.471694257,0.078,10,-15.619,0,0.501,53,0
1103,1103,0.367,73.926,4,0.794,thank you,2001,0.517871034,0.365808121,0.45,4,-14.859,0,0.327,8,1
1104,1104,0.378,119.984,4,0.874,hero,2002,0.587686508,0.360817108,0.397,7,-13.211,1,0.608,25,1
1105,1105,0.326,138.957,4,1,heaven must have sent you,1979,0.517404021,0.401923683,0.27,9,-12.63,0,0.353,43,1
1106,1106,0.476,120.029,4,0.576,time,1996,0.668527967,0.439144773,0,9,-6.996,0,0.484,50,0
1107,1107,0.485,137.705,4,0.329,trouble,1982,0.559382817,0.428559098,0.403,0,-5.54,1,0.569,45,1
1108,1108,0.416,110.712,1,0.953,give it up,1984,0.506117418,0.350255395,0.212,9,-7.883,0,0.383,75,0
1109,1109,0.735,123.789,4,1,do what you do,1985,0.53849196,0.40708885,0,0,-16.232,1,0.643,90,0
1110,1110,0.514,73.651,3,0.611,breaking up is hard to do,1976,0.405304225,0.302611923,0.131,5,-12.963,1,0.428,91,0
1111,1111,0.455,128.02,4,0.603,sometimes,1999,0.4422435,0.353114971,0,11,-11.426,0,0.434,86,0
1112,1112,0.527,71.223,5,0,spinning wheel,1969,0.478407683,0.347724255,0.142,5,-19.847,0,0.714,27,1
1113,1113,0,122.254,1,0.246,i got rhythm,1967,0.568916827,0.504493941,0.282,5,-7.551,0,0.062,37,1
1114,1114,0,95.051,4,1,sorry,2008,0.497635704,0.426809289,0.15,11,-8.656,0,0,44,1
1115,1115,0.048,95.989,5,1,take it off,2010,0.515880552,0.295975418,0,1,-13.526,1,0.454,59,0
1116,1116,0.069,36.221,4,0,the thrill is gone,1970,0.420383008,0.303733907,0.461,9,-17.671,0,0.369,98,0
1117,1117,0.491,130.311,4,0.263,dream about you,1995,0.690645469,0.44853322,0.206,7,-12.556,1,0.661,92,0
1118,1118,0.788,109.459,4,1,brother louie,1973,0.631708766,0.401506131,0.414,2,-9.308,1,0.521,13,1
1119,1119,0.729,96.221,3,1,runaway,1996,0.639842522,0.449237868,0.223,1,-11.031,1,0.613,84,0
1120,1120,0.042,98.009,4,0.834,express yourself,1989,0.392389815,0.224957177,0,2,-10.267,0,0.358,55,0
1121,1121,1,123.021,4,1,love train,1973,0.547508642,0.424675973,0.078,11,-14.352,0,0.652,32,1
1123,1123,0.158,125.734,4,0.418,fox on the run,1976,0.577701866,0.406437541,0.357,7,-10.273,1,0.568,76,0
1124,1124,0.453,94.346,4,1,killing me softly with his song,1973,0.813711289,0.514986291,2.943,5,-9.575,0,0.55,3,1
1125,1125,0.723,139.941,4,0.324,we are the world,1985,0.518902909,0.344757912,0.281,4,-7.709,1,0.68,20,1
1126,1126,0.588,96.029,4,0.311,are you ready,1970,0.612576142,0.415748476,3.419,11,-4.933,0,0.63,93,0
1127,1127,0.327,90.026,4,0.861,escape,2002,0.549698358,0.404913864,0,10,-3.169,0,0.406,57,0
1128,1128,0.275,117.825,1,0.07,heartbreak hotel,1999,0.713322147,0.473613189,0,10,-21.54,0,0.427,4,1
1129,1129,0.72,120.841,1,0.013,father,1998,0.513577113,0.360291121,0.254,6,-13.085,0,0.781,97,0
1130,1130,0.278,85.523,4,1,vacation,1982,0.6647229,0.446792788,0,11,-9.057,0,0.327,87,0
1131,1131,0.008,130.153,4,0.99,get up,2006,0.386802996,0.345805501,0.089,11,-3.83,0,0.257,80,0
1132,1132,0.851,224.004,3,1,magic carpet ride,1968,0.687694457,0.441643405,0.171,2,-7.543,1,0.695,62,0
1133,1133,0,131.318,4,0.129,kicks,1966,0.558130342,0.370889043,0.073,5,-12.292,0,0,25,1
1134,1134,0.628,123.452,4,0.919,missing,1996,0,0.476441299,0.062,9,-10.025,0,0.496,12,1
1135,1135,0.737,104.982,4,1,my girl,1965,0.686792841,0.42877859,0.369,0,-6.605,1,0.602,10,1
1136,1136,0.669,168.112,4,0.366,special lady,1980,0.507281546,0.327376882,0.491,9,-11.212,1,0.586,42,1
1137,1137,0.152,84.662,3,1,work it,2003,0.524746993,0.407824781,0.688,4,-11.063,1,0.293,36,1
1138,1138,0.681,85.338,5,1,get up,2006,0.680009095,0.426739181,0,6,-4.957,1,0.737,80,0
1139,1139,0.544,113.554,4,0.422,night fever,1978,0.504427604,0.377505943,0,1,-10.906,1,0.581,2,1
1140,1140,0.53,122.406,4,0.267,summertime,1991,0.68473885,0.415460027,0.247,10,-2.232,0,0.604,38,1
1141,1141,0.615,98.906,4,0.622,let the music play,1984,0.724093529,0.541876866,1.257,10,-8.182,1,0.308,49,1
1142,1142,0.415,120.584,4,0.932,i feel for you,1985,0.831928825,0.594627867,0.125,11,-12.145,1,0.51,5,1
1143,1143,1,109.732,1,0,children,1996,0.522149242,0.362386079,3.622,9,-16.184,0,0.853,65,0
1144,1144,0.79,150.016,5,1,one more chance,1995,0.827776802,0.537799608,0.195,9,-7.451,0,0.715,23,1
1145,1145,0.383,86.989,4,0.536,woman,1981,0.905477001,0.843380274,2.322,7,-7.406,1,0.419,21,1
1146,1146,0.759,140.001,4,0.348,why,2004,0.549111592,0.419398156,5.898,2,-6.118,1,0.669,62,0
1147,1147,0.292,97.08,4,0,too hot,1980,0.443092341,0.268837849,0,0,-7.137,1,0.405,36,1
1148,1148,0.711,112.092,4,0.644,too hot,1980,0.720323941,0.505069467,0,11,-5.421,0,0.62,36,1
1149,1149,0.352,89.323,5,1,unbreak my heart,1997,0.454870678,0.424465296,0.583,9,-7.242,0,0.169,4,1
1150,1150,0,128.506,5,1,TRUE,2005,0.639078086,0.56040194,0,2,-7.377,1,0.187,90,0
1152,1152,0.452,123.156,4,1,for you i will,1997,0.874640888,0.581217,0.247,0,-7.998,0,0.419,13,1
1153,1153,0.009,173.976,4,0,smile,2010,0.479810345,0.401851618,3.524,8,-10.667,1,0.307,97,0
1154,1154,1,157.781,4,1,if,1993,0.526107675,0.398823936,0.09,2,-8.587,1,0.891,19,1
1155,1155,0.663,218.111,4,0,all night long,1999,0.36799885,0.22392524,0,3,-10.753,1,0.63,74,0
1156,1156,0.815,138.588,4,0.209,wonderful world,1965,0.587023739,0.383229026,0.247,11,-7.31,1,0.609,67,0
1157,1157,0.157,114.523,3,0.891,got to be real,1979,0.618776258,0.40820903,0,0,-8.632,1,0.353,69,0
1158,1158,0,98.014,4,0.671,hypnotized,2008,0.777585948,0.556830136,0.177,10,-6.831,0,0.022,77,0
1159,1159,0.656,133.343,5,1,one week,1998,0.470604209,0.337154472,11.337,4,-14.769,0,0.509,51,0
1160,1160,0.739,173.502,4,0.287,together forever,1988,0.686988955,0.606630152,0.206,6,-6.623,0,0.611,44,1
1161,1161,0.639,155.977,1,0,america,1981,0.038231368,0.271265918,5.695,2,-14.012,0,0.492,62,0
1162,1162,0,30.044,1,0,i love you,2002,0.38060532,0.334184212,0,0,-18.309,1,0,60,0
1163,1163,0.415,104.246,4,0.638,black and white,1972,0.667509087,0.410079695,0.102,8,-5.47,0,0.388,63,0
1165,1165,0,90.317,1,0.443,time,1996,0.628649552,0.379240328,0.293,10,-3.271,1,0.186,50,0
1166,1166,0.152,93.41,4,0.986,the rose,1980,0.458749976,0.35681847,0.239,7,-9.503,0,0.454,10,1
1167,1167,0.156,100.035,4,0.934,patience,1989,0.417697555,0.307347645,0.149,9,-14.344,0,0.344,71,0
1168,1168,0.115,142.033,4,0.62,round and round,1991,0.872536599,0.610731463,2.879,9,-11.583,1,0.421,81,0
1169,1169,0,129.421,4,0.57,for your love,1965,0.551964427,0.363614179,0,3,-15.086,0,0.172,48,1
1170,1170,0.437,150.137,4,0.396,hungry like the wolf,1983,0.70281897,0.505108972,0,0,-4.587,1,0.516,17,1
1171,1171,0.582,121.555,4,0.869,love is like oxygen,1978,0.648722656,0.508558252,0.335,9,-8.483,0,0.555,23,1
1173,1173,0.427,113.985,4,0.891,spill the wine,1970,0.77630157,0.511010199,0.399,1,-11.118,0,0.443,20,1
1174,1174,0.491,178.652,1,0,count on me,1996,0.509856877,0.349986152,0.154,11,-3.636,0,0.575,48,1
1175,1175,0.347,115.043,4,0.218,tonight,1984,0.644238765,0.430493599,2.148,8,-5.197,1,0.445,90,0
1176,1176,0.288,198.496,4,0.878,summertime,1991,0.536619391,0.415116077,0.119,9,-11.67,0,0.324,38,1
1177,1177,0.217,137.955,4,0.071,rise,1980,0.650413298,0.437152819,0.154,8,-4.149,1,0.342,54,0
1179,1179,1,126.018,4,0.796,love like this,2008,0.900967634,0.769674279,1.321,0,-5.352,1,0.641,72,0
1180,1180,0.089,123.932,4,1,freedom,1985,0.023182875,0,2.305,4,-11.876,0,0.161,76,0
1181,1181,0.451,110.067,4,0,never again,2007,0.73900423,0.356405707,0,5,-4.582,0,0.51,70,0
1182,1182,0.588,132.011,4,0.572,never again,2007,0.686812987,0.684478823,0,7,-6.841,1,0.446,70,0
1183,1183,0.05,108.972,4,0.885,temptation,1991,0.593239863,0.397641486,0,7,-7.452,1,0.376,58,0
1184,1184,0.526,95.877,1,0.039,summertime,1991,0.795691915,0.58043511,0.148,11,-24.06,0,0.534,38,1
1185,1185,0,125.277,1,0,tell me,1996,0.380230188,0.269745295,0.257,2,-23.679,0,0.136,58,0
1186,1186,0.876,103.225,3,1,lucille,1977,0.449407207,0.374917003,0.456,10,-11.242,1,0.778,43,1
1187,1187,0.276,111.75,3,0.91,lose control,2005,0.740028702,0.481818353,0,10,-9.069,1,0.329,14,1
1188,1188,0.509,91.807,3,1,sunny,1966,0.62393241,0.478896106,0.481,5,-9.879,0,0.423,27,1
1189,1189,0.257,104.684,4,1,stand by me,1987,0.432251188,0.335777748,0,7,-17.882,1,0.426,67,0
1190,1190,0.523,106.231,4,0.686,dust in the wind,1978,0.304477555,0.21348845,0,8,-9.157,1,0.558,39,1
1191,1191,0.556,145.983,4,0.436,hey jude,1968,0.367823866,0.25223164,0.335,5,-21.406,1,0.726,1,1
1192,1192,1,110.453,3,0.553,i got you babe,1965,0.599472504,0.399728949,0,6,-9.074,1,0.771,16,1
1193,1193,0.369,163.957,4,0.86,hair,1969,0.657883172,0.464886257,0,9,-4.204,1,0.49,13,1
1194,1194,0.7,156.973,4,0.091,fiesta,2001,0.777701615,0.586896715,3.268,2,-7.04,1,0.567,45,1
1196,1196,0.102,124.003,4,0.94,i try,2000,0.52039241,0.395497091,0.154,10,-8.604,0,0.484,26,1
1198,1198,0.837,110.508,1,0,reason to believe,1993,0.513799834,0.377921224,0,5,-12.287,1,0.762,90,0
1199,1199,0.353,114.848,4,0.643,baby,2010,0.666293973,0.494130488,0,7,-11.87,1,0.557,44,1
1200,1200,0.026,105.965,4,1,sunshine,2004,0.42578727,0.350026833,0.357,11,-10.532,0,0.397,20,1
1201,1201,0.43,135.085,4,0.17,into you,2003,0.321566043,0,0,1,-6.729,1,0.493,23,1
1202,1202,0.422,128.715,4,0.671,what you know,2006,0.634311374,0.467546257,0.195,6,-7.808,0,0.392,47,1
1204,1204,0.505,132.968,4,0.681,get over yourself,2001,0.499076898,0.36943122,4.238,4,-3.628,0,0.457,92,0
1205,1205,0.634,113.149,1,0.978,baby love,1986,0.614642954,0.439024561,0.182,9,-12.178,1,0.788,85,0
1206,1206,0.844,140.044,4,0.306,talk to me,1986,0.462019206,0,0,8,-6.152,1,0.68,57,0
1207,1207,0.021,127.941,4,0.739,never,1986,0.495937863,0.367631101,2.409,7,-7.925,1,0.282,18,1
1208,1208,0.582,114.958,3,0.458,black or white,1992,0.55860192,0.400624309,0.061,4,-7.329,1,0.531,14,1
1209,1209,0.017,125.596,4,0,our lips are sealed,1982,0.616815444,0.367266602,0.078,7,-8.866,1,0.404,63,0
1210,1210,0.072,182.712,4,0.378,africa,1983,0.67011382,0.543064025,0,4,-14.563,0,0.242,24,1
1211,1211,0.15,116.358,1,0,stand,1989,0.698682666,0.353134864,0,7,-4.685,1,0.447,76,0
1212,1212,0.361,119.08,4,0.429,so emotional,1988,0.849507342,0.620221613,2.792,4,-10.063,0,0.423,6,1
1213,1213,0.136,115.219,4,0.826,everything,1990,0.435518033,0.280769794,2.096,4,-9.264,1,0.346,41,1
1214,1214,0.281,130.009,4,0.651,falling,1978,0.533822976,0.463341455,0,11,-7.987,0,0.452,79,0
1216,1216,0.54,79.985,1,0.869,escape,2002,0.440081869,0.223549994,0,2,-10.559,1,0.503,57,0
1217,1217,0.913,126.996,4,0.982,run away,1995,0.528662426,0.381656109,0,5,-10.306,0,0.64,38,1
1218,1218,0.893,127.983,4,0.558,beautiful life,1996,0.551202381,0.338989496,2.386,11,-5.925,0,0.695,94,0
1219,1219,0.654,76.305,4,1,heaven must have sent you,1979,0.517404021,0.401923683,0.216,2,-5.256,0,0.377,43,1
1220,1220,0.53,118.193,4,1,heaven,2004,0.4714409,0.355072851,0,7,-4.658,1,0.459,37,1
1221,1221,0.171,135.841,4,0.202,cherish,1989,0.619491631,0.403451853,0.157,9,-8.211,0,0.073,59,0
1222,1222,0.482,140.184,4,0.473,a moment like this,2002,0.686812987,0.684478823,0.316,8,-8.106,1,0.521,39,1
1223,1223,0.43,90.983,4,0.762,shine,1994,0.50279401,0.343584775,0.473,7,-5.292,1,0.788,31,1
1224,1224,1,95.809,4,0.489,tonight,1984,0.75765705,0.479665169,0.136,7,-12.822,1,0.854,90,0
1225,1225,0.714,103.975,4,0,im yours,2009,0.54339116,0.338575026,0.323,9,-10.722,1,0.669,7,1
1226,1226,0.634,95.865,1,0,save the best for last,1992,0.43611595,0.397325185,0.287,3,-7.724,1,0.709,4,1
1227,1227,0.434,129.105,4,0.759,3,2010,0.947327507,0.60725728,0,1,-6.482,1,0.5,69,0
1228,1228,0.123,109.868,4,0.973,last kiss,1999,0.637344777,0.3603731,0,7,-8.55,0,0.436,23,1
1229,1229,0.473,90.107,4,0.897,lonely,2005,1,0.826777013,0.2,5,-7.979,0,0.515,44,1
1230,1230,0.012,140.09,4,0,love,2006,0.519374426,0.382848624,7.726,0,-7.874,1,0.341,93,0
1231,1231,1,122.92,4,0.878,angel,2003,0.630382334,0.465983423,0.2,6,-7.341,1,0.856,69,0
1232,1232,0.163,50.707,1,0,africa,1983,0.433456076,0.359637406,0.177,7,-7.887,1,0.504,24,1
1233,1233,0.826,88.659,1,0.946,beautiful day,2001,0.420759542,0.352633894,0.409,2,-13.97,1,0.771,75,0
1234,1234,0.419,198.244,7,0.638,america,1981,0.69228309,0.506384449,0,0,-13,1,0.555,62,0
1235,1235,0.861,130.094,4,0.566,saturday night,1976,0.055058246,0,0,2,-5.723,1,0.601,64,0
1236,1236,0.493,116.135,1,0,tell me,1996,0.441491584,0.316164503,0.99,0,-11.54,1,0.496,58,0
1237,1237,0.182,117.916,4,1,wonderful,2005,0.685487251,0.423959314,0,5,-5.009,0,0.42,94,0
1238,1238,0.332,133.011,4,0.686,bye bye bye,2000,0.54059546,0.435741972,2.485,9,-4.563,0,0.286,21,1
1239,1239,0.625,119.691,4,0,suspicious minds,1969,0.026119758,0,0,7,-8.28,1,0.699,18,1
1240,1240,0.707,119.162,3,0.307,you belong to me,1978,0.754917645,0.507464243,0.27,11,-9.876,1,0.798,59,0
1241,1241,0.417,119.986,4,1,rain,1993,0.451371189,0.377379676,0,2,-15.749,1,0.538,67,0
1242,1242,0.833,99.218,1,0,the promise,1989,0.603266439,0.412257695,0.084,0,-7.082,1,0.654,83,0
1243,1243,0.742,200.052,7,0.654,easy,1977,0.681148023,0.40199254,0,2,-3.039,1,0.529,33,1
1244,1244,0.483,137.972,4,0.127,together,1981,0.644238765,0.438534147,0,2,-4.487,0,0.425,53,0
1246,1246,0.537,112.89,3,1,dedicated to the one i love,1967,0.386036102,0.315016735,0.142,5,-12.431,0,0.57,62,0
1247,1247,0.565,0,3,1,venus,1986,0.461217609,0.322130761,0,0,-11.916,1,0.491,38,1
1248,1248,0.2,100.838,3,0.806,i want you,2003,0.295341703,0.289763609,0.163,1,-8.618,1,0.365,95,0
1249,1249,0.697,138.345,1,0,all summer long,2008,0.784636535,0.55811976,0.432,11,-13.257,1,0.455,85,0
1250,1250,0.769,114.86,4,0.023,hold on,1995,0.474010831,0.410847942,0,7,-6.163,1,0.771,52,0
1251,1251,0.482,188.749,4,0.491,sexual healing,1983,0.773345239,0.540847559,1.113,3,-8.044,1,0.426,32,1
1252,1252,0.27,128.365,1,0.048,lady marmalade,2001,0.623823768,0.441106359,0.27,2,-8.498,0,0.435,24,1
